Appliances electric consumption [Wh];TZ heating demand [Wh];TZ cooling demand [Wh];TZ DHW demand [Wh];Heating system gas consumption [Sm3];Heating system oil consumption [L];Heating system coal consumption [kg];Heating system wood consumption [kg];Heating system pellet consumption [kg];Heating system DH consumption [kWh];Heating system electric consumption [kWh];Cooling system electric consumption [kWh]
2666060.00;0.00;0.00;67496.84;0;0;0;0;0;89.47;0.00;0.00
2413040.00;0.00;0.00;60964.89;0;0;0;0;0;80.81;0.00;0.00
2674340.00;0.00;0.00;67496.84;0;0;0;0;0;89.47;0.00;0.00
2555040.00;0.00;0.00;65319.52;0;0;0;0;0;86.58;0.00;0.00
2652260.00;0.00;0.00;67496.84;0;0;0;0;0;89.47;0.00;0.00
2557800.00;0.00;-2872157.13;65319.52;0;0;0;0;0;86.58;0.00;1466.13
2666060.00;0.00;-2994400.18;67496.84;0;0;0;0;0;89.47;0.00;1528.53
2679860.00;0.00;-3010365.17;67496.84;0;0;0;0;0;89.47;0.00;1536.68
2571600.00;0.00;-2888118.95;65319.52;0;0;0;0;0;86.58;0.00;1474.27
2679860.00;0.00;0.00;67496.84;0;0;0;0;0;89.47;0.00;0.00
2577120.00;0.00;0.00;65319.52;0;0;0;0;0;86.58;0.00;0.00
2632940.00;0.00;0.00;67496.84;0;0;0;0;0;89.47;0.00;0.00
