Appliances electric consumption [Wh];TZ heating demand [Wh];TZ cooling demand [Wh];TZ DHW demand [Wh];Heating system gas consumption [Sm3];Heating system oil consumption [L];Heating system coal consumption [kg];Heating system wood consumption [kg];Heating system pellet consumption [kg];Heating system DH consumption [kWh];Heating system electric consumption [kWh];Cooling system electric consumption [kWh]
820840.00;0.00;0.00;67496.84;0;0;0;0;0;0.00;25.99;0.00
739920.00;0.00;0.00;60964.89;0;0;0;0;0;0.00;23.48;0.00
816700.00;0.00;0.00;67496.84;0;0;0;0;0;0.00;25.99;0.00
796780.00;0.00;0.00;65319.52;0;0;0;0;0;0.00;25.16;0.00
819920.00;0.00;0.00;67496.84;0;0;0;0;0;0.00;25.99;0.00
787580.00;0.00;-886640.62;65319.52;0;0;0;0;0;0.00;25.16;452.60
820840.00;0.00;-924934.03;67496.84;0;0;0;0;0;0.00;25.99;472.14
821760.00;0.00;-926115.98;67496.84;0;0;0;0;0;0.00;25.99;472.75
788500.00;0.00;-887821.87;65319.52;0;0;0;0;0;0.00;25.16;453.20
821760.00;0.00;0.00;67496.84;0;0;0;0;0;0.00;25.99;0.00
793560.00;0.00;0.00;65319.52;0;0;0;0;0;0.00;25.16;0.00
813940.00;0.00;0.00;67496.84;0;0;0;0;0;0.00;25.99;0.00
