DHW tank charging mode [-];DHW tank charge [kWh];DHW tank charge [-];DHW tank charging rate [kW];Solar Thermal Production [kWh];Non-Renewable DHW [kWh];Heating system gas consumption [Sm3];Heating system oil consumption [L];Heating system gasoline consumption [L];Heating system coal consumption [kg];Heating system wood consumption [kg];Heating system pellet consumption [kg];Heating system LPG consumption [kg];Heating system DH consumption [kWh];Heating system electric consumption [kWh];Cooling system electric consumption [kWh];AHU electric consumption [kWh];Appliances electric consumption [kWh];Electric consumption [kWh];Primary Energy [kWh];Primary Non-Renewable Energy [kWh];CO2 Emission [kg CO2];TZ Ta [°C];TZ To [°C];TZ Tmr [°C];TZ RH [-];TZ sensible load [kW];TZ latent load [kW];TZ AHU pre heater load [kW];TZ AHU post heater load [kW];TZ AHU electric load [kW];TZ DHW volume flow rate [L/s];TZ DHW demand [kW];PV production [kWh];Battery State [%];Given to Batteries [kWh];Taken from the Batteries [kWh];Given to Grid [kWh];Taken from the Gird [kWh];directly from the PV [kWh];PV System self consumption;Gas Primary Non-Renewable Energy [kWh];Oil Primary Non-Renewable Energy [kWh];Wood Primary Non-Renewable Energy [kWh];Coal Primary Non-Renewable Energy [kWh];Solar Primary Non-Renewable Energy [kWh];Grid Electricity Primary Non-Renewable Energy [kWh];Gas Primary Renewable Energy [kWh];Oil Primary Renewable Energy [kWh];Wood Primary Renewable Energy [kWh];Coal Primary Renewable Energy [kWh];Solar Primary Renewable Energy [kWh];Grid Electricity Primary Renewable Energy [kWh];Gas CO2 Emission Scope 1 [kg CO2];Oil CO2 Emission Scope 1 [kg CO2];Wood CO2 Emission Scope 1 [kg CO2];Coal CO2 Emission Scope 1 [kg CO2];Solar CO2 Emission Scope 1 [kg CO2];Grid  CO2 Emission Scope 1 [kg CO2];Gas CO2 Emission Scope 2 [kg CO2];Oil CO2 Emission Scope 2 [kg CO2];Wood CO2 Emission Scope 2 [kg CO2];Coal CO2 Emission Scope 2 [kg CO2];Solar CO2 Emission Scope 2 [kg CO2];Grid  CO2 Emission Scope 2 [kg CO2];Gas CO2 Emission Scope 3 [kg CO2];Oil CO2 Emission Scope 3 [kg CO2];Wood CO2 Emission Scope 3 [kg CO2];Coal CO2 Emission Scope 3 [kg CO2];Solar CO2 Emission Scope 3 [kg CO2];Grid  CO2 Emission Scope 3 [kg CO2]
Bd Bd Building 5;Bd Bd Building 5;Bd Bd Building 5;Bd Bd Building 5;Bd Bd Building 5;Bd Bd Building 5;Bd Bd Building 5;Bd Bd Building 5;Bd Bd Building 5;Bd Bd Building 5;Bd Bd Building 5;Bd Bd Building 5;Bd Bd Building 5;Bd Bd Building 5;Bd Bd Building 5;Bd Bd Building 5;Bd Bd Building 5;Bd Bd Building 5;Bd Bd Building 5;Bd Bd Building 5;Bd Bd Building 5;Bd Bd Building 5;Bd Building 5 thermal zone single End Use;Bd Building 5 thermal zone single End Use;Bd Building 5 thermal zone single End Use;Bd Building 5 thermal zone single End Use;Bd Building 5 thermal zone single End Use;Bd Building 5 thermal zone single End Use;Bd Building 5 thermal zone single End Use;Bd Building 5 thermal zone single End Use;Bd Building 5 thermal zone single End Use;Bd Building 5 thermal zone single End Use;Bd Building 5 thermal zone single End Use;Bd Bd Building 5;Bd Bd Building 5;Bd Bd Building 5;Bd Bd Building 5;Bd Bd Building 5;Bd Bd Building 5;Bd Bd Building 5;Bd Bd Building 5;Bd Bd Building 5;Bd Bd Building 5;Bd Bd Building 5;Bd Bd Building 5;Bd Bd Building 5;Bd Bd Building 5;Bd Bd Building 5;Bd Bd Building 5;Bd Bd Building 5;Bd Bd Building 5;Bd Bd Building 5;;Bd Bd Building 5;Bd Bd Building 5;Bd Bd Building 5;Bd Bd Building 5;Bd Bd Building 5;;Bd Bd Building 5;Bd Bd Building 5;Bd Bd Building 5;Bd Bd Building 5;Bd Bd Building 5;;Bd Bd Building 5;Bd Bd Building 5;Bd Bd Building 5;Bd Bd Building 5;Bd Bd Building 5;
1.00;0.00;100.00;0.00;0.00;0.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.05;0.00;0.59;0.00;0.60;1.19;0.00;0.00;311.74;150.00;31471.44;62792.89;0.30;-0.86;-0.14;0.00;0.00;0.00;0.00;0.04;0.00;0.60;0.00;0.00;0.00;1.21;0.00;0.00;0.00;0.00;0.00;0.00;0;0.02;0;0;0;0;0.00;0.01;0.00;0.00;0.00;0.00;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1.00;0.00;100.00;0.00;0.00;0.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.05;0.00;0.56;0.00;0.60;1.16;0.00;0.00;61.42;150.00;28359.95;56569.91;0.30;-0.81;-0.14;0.00;0.00;0.00;0.00;0.04;0.00;0.20;0.00;0.95;0.00;0.24;0.00;0.80;0.00;0.00;0.00;0.00;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1.00;0.00;100.00;0.00;0.00;0.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.05;0.00;0.54;0.00;0.60;1.14;0.00;0.00;300.37;150.00;26164.71;52179.41;0.30;-0.77;-0.14;0.00;0.00;0.00;0.00;0.04;0.00;0.20;0.00;0.00;0.00;1.17;0.00;0.00;0.00;0.00;0.00;0.00;0;0.02;0;0;0;0;0.00;0.01;0.00;0.00;0.00;0.00;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1.00;0.00;100.00;0.00;0.00;0.07;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.10;0.00;0.53;0.00;0.60;1.13;0.00;0.00;297.05;150.00;24615.89;49081.77;0.30;-0.75;-0.14;0.00;0.00;0.00;0.00;0.07;0.00;0.20;0.00;0.00;0.00;1.15;0.00;0.00;0.00;0.00;0.00;0.00;0;0.02;0;0;0;0;0.00;0.01;0.00;0.00;0.00;0.00;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1.00;0.00;100.00;0.00;0.00;0.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.10;0.00;0.52;0.00;0.60;1.12;0.00;0.00;294.71;150.00;23523.15;46896.30;0.30;-0.73;-0.14;0.00;0.00;0.00;0.00;0.08;0.00;0.20;0.00;0.00;0.00;1.14;0.00;0.00;0.00;0.00;0.00;0.00;0;0.02;0;0;0;0;0.00;0.01;0.00;0.00;0.00;0.00;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1.00;0.00;100.00;0.00;0.00;0.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.11;0.00;0.51;0.00;0.60;1.11;0.00;0.00;293.06;150.00;22752.19;45354.38;0.30;-0.72;-0.14;0.00;0.00;0.00;0.00;0.08;0.00;0.20;0.00;0.00;0.00;1.14;0.00;0.00;0.00;0.00;0.00;0.00;0;0.02;0;0;0;0;0.00;0.01;0.00;0.00;0.00;0.00;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1.00;0.00;100.00;0.00;0.00;0.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.11;0.00;0.51;0.00;0.60;1.11;0.00;0.00;291.90;150.00;22208.26;44266.51;0.30;-0.71;-0.14;0.00;0.00;0.00;0.00;0.08;0.00;0.20;0.00;0.00;0.00;1.13;0.00;0.00;0.00;0.00;0.00;0.00;0;0.02;0;0;0;0;0.00;0.01;0.00;0.00;0.00;0.00;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1.00;0.00;100.00;0.00;0.00;0.09;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.11;0.00;0.66;0.00;1.06;1.72;0.00;0.00;451.92;150.00;26346.38;52542.76;0.30;-0.97;-0.16;0.00;0.00;0.00;0.00;0.09;0.00;0.20;0.00;0.00;0.00;1.75;0.00;0.00;0.00;0.00;0.00;0.00;0;0.03;0;0;0;0;0.00;0.01;0.00;0.00;0.00;0.00;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1.00;0.00;100.00;0.00;0.00;0.09;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.12;0.00;1.78;0.00;1.98;3.76;0.00;0.00;990.17;6510.05;42613.20;78716.35;0.30;-1.52;-0.99;0.00;0.00;0.00;0.00;0.09;0.00;0.20;0.00;0.00;0.00;3.84;0.00;0.00;0.00;0.00;0.00;0.00;0;0.07;0;0;0;0;0.00;0.02;0.00;0.00;0.00;0.00;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
